"","X","TransectDateID","Group_Project","CollectionMethod","Site","SiteCode","SiteLatitude","SiteLongitude","Area","AreaCode","Port","ReserveType","CullingTreatment","OriginalSubSite","SubSiteLatitude","SubSiteLongitude","SurveyLatitude","SurveyLongitude","Date","Year","Month","Day","Transect","Depth_ft","Direction_Degrees","SurveyWidth_m","SurveyLength_m","SurveyArea_m2","ORKA_SpeciesCode","Species","CommonName","Taxon","FunctionalGroup","PercentCover","Count","Density_m2"
"442",4119,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"443",4120,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"444",4121,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"445",4122,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,11,0.183333333
"446",4123,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"HALSPP","Unknown abalone","Unknown abalone","Abalone","Abalone",NA,0,0
"447",4124,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,2,0.033333333
"448",4125,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,11,0.183333333
"449",4126,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"450",4127,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"451",4128,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"452",4129,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"2",45,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,1,0.016666667
"453",4130,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,17,0.283333333
"454",4131,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"HALSPP","Unknown abalone","Unknown abalone","Abalone","Abalone",NA,0,0
"455",4132,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,1,0.016666667
"456",4133,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,9,0.15
"457",4134,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"458",4135,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"459",4136,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"460",4137,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-05-11","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74228,-124.07319,2023-05-11,2023,5,11,"1",47.99999999,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,1,0.016666667
"461",4210,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,9,0.15
"462",4211,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"HALSPP","Unknown abalone","Unknown abalone","Abalone","Abalone",NA,0,0
"463",4212,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,8,0.133333333
"464",4213,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,3,0.05
"465",4214,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"466",4215,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"467",4216,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"468",4217,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,0,0
"469",4218,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,13,0.216666667
"470",4219,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"HALSPP","Unknown abalone","Unknown abalone","Abalone","Abalone",NA,0,0
"471",4220,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,4,0.066666667
"472",4221,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,18,0.3
"473",4222,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"474",4223,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"475",4224,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"476",4225,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46.50000001,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,2,0.033333333
"477",4226,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"478",4227,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,0,0
"479",4228,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,2,0.033333333
"480",4229,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"481",4230,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"482",4231,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"1",45,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"483",4232,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"484",4233,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,1,0.016666667
"485",4234,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,6,0.1
"486",4235,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"487",4236,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,2,0.033333333
"488",4237,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-08-25","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.74231,-124.07325,2023-08-25,2023,8,25,"2",46,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"489",4304,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"490",4305,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,0,0
"491",4306,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,49,0.816666667
"492",4307,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,7,0.116666667
"493",4308,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"494",4309,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,190,3.166666667
"495",4310,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"2",17.5,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"496",4311,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"2",17.5,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,0,0
"497",4312,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"2",17.5,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,1,0.016666667
"498",4313,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"2",17.5,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,3,0.05
"499",4314,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"2",17.5,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"500",4315,"ODFWMR_Transect_Otter Rock MR_NA_NA_2_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"2",17.5,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,14,0.233333333
"501",4316,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,10,0.166666667
"502",4317,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"HALSPP","Unknown abalone","Unknown abalone","Abalone","Abalone",NA,0,0
"503",4318,"ODFWMR_Transect_Otter Rock MR_NA_NA_1_2023-06-16","ODFWMR_Transect","Transect","Otter Rock","OTRK",44.74663003,-124.0725912,"Cape Foulweather","FOULW","Depoe Bay","MR","","Otter Rock MR",44.73937813,-124.0723082,44.7519,-124.07382,2023-06-16,2023,6,16,"1",18,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,22,0.366666667
